PNA;MIEJSCOWOå∆;ULICA;NUMERY;GMINA;POWIAT;WOJEW”DZTWO
36-042;Lubenia;;;Lubenia;rzeszowski;podkarpackie
21-532;Lubenka;;;£omazy;bialski;lubelskie
06-456;Luberadz;;;OjrzeÒ;ciechanowski;mazowieckie
06-456;Luberadzyk;;;OjrzeÒ;ciechanowski;mazowieckie
14-107;Lubian;;;Grunwald;ostrÛdzki;warmiÒsko-mazurskie
73-236;Lubiana;;;Pe≥czyce;choszczeÒski;zachodniopomorskie
14-107;Lubianek;;;Grunwald;ostrÛdzki;warmiÒsko-mazurskie
14-520;Lubianka;;;PieniÍøno;braniewski;warmiÒsko-mazurskie
73-236;Lubianka;;;Pe≥czyce;choszczeÒski;zachodniopomorskie
87-602;Lubianki;;;Chrostkowo;lipnowski;kujawsko-pomorskie
95-015;LubiankÛw;;;G≥owno;zgierski;≥Ûdzkie
97-320;LubiaszÛw;;;WolbÛrz;piotrkowski;≥Ûdzkie
63-140;Lubiatowo;;;Dolsk;úremski;wielkopolskie
74-211;Lubiatowo;;;Przelewice;pyrzycki;zachodniopomorskie
84-210;Lubiatowo;;;Choczewo;wejherowski;pomorskie
84-210;Lubiatowo (Szklana Huta);;;Choczewo;wejherowski;pomorskie
48-385;LubiatÛw;;;OtmuchÛw;nyski;opolskie
59-500;LubiatÛw;;;Z≥otoryja;z≥otoryjski;dolnoúlπskie
66-530;LubiatÛw;;;Drezdenko;strzelecko-drezdenecki;lubuskie
66-627;LubiatÛw;;;Dπbie;kroúnieÒski;lubuskie
67-410;LubiatÛw;;;S≥awa;wschowski;lubuskie
97-320;LubiatÛw;;;WolbÛrz;piotrkowski;≥Ûdzkie
67-410;LubiatÛw (DÍbowo);;;S≥awa;wschowski;lubuskie
67-410;LubiatÛw (KrÍpina);;;S≥awa;wschowski;lubuskie
55-330;LubiatÛw (ZabÛr Ma≥y);;;MiÍkinia;úredzki;dolnoúlπskie
63-140;LubiatÛwko;;;Dolsk;úremski;wielkopolskie
56-100;Lubiπø;;;Wo≥Ûw;wo≥owski;dolnoúlπskie
56-100;Lubiπø (Lubiπø PÛ≥nocny);;;Wo≥Ûw;wo≥owski;dolnoúlπskie
05-340;Lubice;;;Ko≥biel;otwocki;mazowieckie
83-240;Lubichowo;;;Lubichowo;starogardzki;pomorskie
83-240;Lubichowo (BrzÛski);;;Lubichowo;starogardzki;pomorskie
49-313;Lubicz;;;Lubsza;brzeski;opolskie
66-510;Lubicz;;;Strzelce KrajeÒskie;strzelecko-drezdenecki;lubuskie
74-120;Lubicz;;;Widuchowa;gryfiÒski;zachodniopomorskie
87-162;Lubicz Dolny;;;Lubicz;toruÒski;kujawsko-pomorskie
87-162;Lubicz GÛrny;;;Lubicz;toruÒski;kujawsko-pomorskie
33-260;Lubiczko;;;GrÍboszÛw;dπbrowski;ma≥opolskie
05-082;LubiczÛw;;;Stare Babice;warszawski zachodni;mazowieckie
21-211;Lubiczyn;;;DÍbowa K≥oda;parczewski;lubelskie
74-120;Lubiczyn;;;Widuchowa;gryfiÒski;zachodniopomorskie
97-420;Lubiec;;;SzczercÛw;be≥chatowski;≥Ûdzkie
69-110;Lubiechnia Ma≥a;;;Rzepin;s≥ubicki;lubuskie
69-110;Lubiechnia Wielka;;;Rzepin;s≥ubicki;lubuskie
59-540;Lubiechowa;;;åwierzawa;z≥otoryjski;dolnoúlπskie
59-540;Lubiechowa (JanochÛw);;;åwierzawa;z≥otoryjski;dolnoúlπskie
64-061;Lubiechowo;;;Kamieniec;grodziski;wielkopolskie
78-230;Lubiechowo;;;Karlino;bia≥ogardzki;zachodniopomorskie
78-230;Lubiechowo-Przystanek;;;Karlino;bia≥ogardzki;zachodniopomorskie
67-320;LubiechÛw;;;Ma≥omice;øagaÒski;lubuskie
74-520;LubiechÛw Dolny;;;Cedynia;gryfiÒski;zachodniopomorskie
74-520;LubiechÛw GÛrny;;;Cedynia;gryfiÒski;zachodniopomorskie
62-590;Lubiecz;;;Golina;koniÒski;wielkopolskie
96-515;Lubiejew;;;Sochaczew;sochaczewski;mazowieckie
09-230;Lubiejewo;;;Bielsk;p≥ocki;mazowieckie
17-332;Lubiejki;;;Milejczyce;siemiatycki;podlaskie
56-210;Lubiel;;;Wπsosz;gÛrowski;dolnoúlπskie
56-210;Lubiel (Czaple);;;Wπsosz;gÛrowski;dolnoúlπskie
27-230;Lubienia;;;Brody;starachowicki;úwiÍtokrzyskie
46-090;Lubienia;;;PopielÛw;opolski;opolskie
27-230;Lubienia (Klepacze);;;Brody;starachowicki;úwiÍtokrzyskie
27-230;Lubienia (Kutery);;;Brody;starachowicki;úwiÍtokrzyskie
27-230;Lubienia (ZÍbiec);;;Brody;starachowicki;úwiÍtokrzyskie
21-007;Lubieniec;;;Me≥giew;úwidnicki;lubelskie
87-860;Lubieniec (Micielno);;;Chodecz;w≥oc≥awski;kujawsko-pomorskie
09-550;Lubieniek;;;Szczawin Koúcielny;gostyniÒski;mazowieckie
73-210;LubieniÛw;;;Recz;choszczeÒski;zachodniopomorskie
14-140;LubieÒ;;;Mi≥om≥yn;ostrÛdzki;warmiÒsko-mazurskie
22-205;LubieÒ;;;Wyryki;w≥odawski;lubelskie
32-433;LubieÒ;;;LubieÒ;myúlenicki;ma≥opolskie
59-241;LubieÒ;;;Legnickie Pole;legnicki;dolnoúlπskie
64-361;LubieÒ;;;Miedzichowo;nowotomyski;wielkopolskie
69-214;LubieÒ;;;Oúno Lubuskie;s≥ubicki;lubuskie
97-340;LubieÒ;;;Rozprza;piotrkowski;≥Ûdzkie
99-100;LubieÒ;;;£Íczyca;≥Íczycki;≥Ûdzkie
72-315;LubieÒ Dolny;;;Resko;≥obeski;zachodniopomorskie
72-315;LubieÒ GÛrny;;;Resko;≥obeski;zachodniopomorskie
87-840;LubieÒ Kujawski;;;LubieÒ Kujawski;w≥oc≥awski;kujawsko-pomorskie
89-502;Lubierzyn;;;Tuchola;tucholski;kujawsko-pomorskie
78-421;Lubiesz;;;Bia≥y BÛr;szczecinecki;zachodniopomorskie
78-641;Lubiesz;;;Tuczno;wa≥ecki;zachodniopomorskie
08-322;Lubiesza;;;CeranÛw;soko≥owski;mazowieckie
17-120;Lubieszcze;;;BraÒsk;bielski;podlaskie
72-300;Lubieszewo;;;Gryfice;gryficki;zachodniopomorskie
78-520;Lubieszewo;;;Z≥ocieniec;drawski;zachodniopomorskie
82-100;Lubieszewo;;;Nowy DwÛr GdaÒski;nowodworski;pomorskie
88-300;Lubieszewo;;;Mogilno;mogileÒski;kujawsko-pomorskie
82-100;Lubieszewo Pierwsze;;;Nowy DwÛr GdaÒski;nowodworski;pomorskie
47-244;LubieszÛw;;;Bierawa;kÍdzierzyÒsko-kozielski;opolskie
67-100;LubieszÛw;;;Nowa SÛl;nowosolski;lubuskie
68-131;LubieszÛw;;;Wymiarki;øagaÒski;lubuskie
83-420;Lubieszyn;;;Liniewo;koúcierski;pomorskie
83-404;Lubieszynek;;;Nowa Karczma;koúcierski;pomorskie
83-420;Lubieszynek;;;Liniewo;koúcierski;pomorskie
89-512;Lubiewice;;;Cekcyn;tucholski;kujawsko-pomorskie
89-526;Lubiewice;;;Lubiewo;tucholski;kujawsko-pomorskie
66-520;Lubiewko;;;Dobiegniew;strzelecko-drezdenecki;lubuskie
11-730;Lubiewo;;;Miko≥ajki;mrπgowski;warmiÒsko-mazurskie
66-530;Lubiewo;;;Drezdenko;strzelecko-drezdenecki;lubuskie
89-526;Lubiewo;;;Lubiewo;tucholski;kujawsko-pomorskie
89-526;Lubiewo (Kaczorowo-Strzyøyny);;;Lubiewo;tucholski;kujawsko-pomorskie
66-530;Lubiewo (Kosinek);;;Drezdenko;strzelecko-drezdenecki;lubuskie
67-108;LubiÍcin;;;Nowa SÛl;nowosolski;lubuskie
67-108;LubiÍcin (DrogoniÛw);;;Nowa SÛl;nowosolski;lubuskie
67-108;LubiÍcin (Rados≥awice);;;Nowa SÛl;nowosolski;lubuskie
67-108;LubiÍcin (Stawy);;;Nowa SÛl;nowosolski;lubuskie
83-261;Lubiki;;;Czarna Woda;starogardzki;pomorskie
83-261;Lubiki Ma≥e;;;Czarna Woda;starogardzki;pomorskie
66-342;Lubikowo;;;Przytoczna;miÍdzyrzecki;lubuskie
66-342;Lubikowo (LubikÛwko);;;Przytoczna;miÍdzyrzecki;lubuskie
09-540;LubikÛw;;;Sanniki;gostyniÒski;mazowieckie
14-300;Lubin;;;Morπg;ostrÛdzki;warmiÒsko-mazurskie
59-300;Lubin;;;Lubin;lubiÒski;dolnoúlπskie
66-234;Lubin;;;Torzym;sulÍciÒski;lubuskie
72-300;Lubin;;;Gryfice;gryficki;zachodniopomorskie
72-500;Lubin;;;MiÍdzyzdroje;kamieÒski;zachodniopomorskie
87-620;Lubin;;;KikÛ≥;lipnowski;kujawsko-pomorskie
87-620;Lubin (Bielica);;;KikÛ≥;lipnowski;kujawsko-pomorskie
87-620;Lubin (Lubinek);;;KikÛ≥;lipnowski;kujawsko-pomorskie
63-210;Lubinia Ma≥a;;;ØerkÛw;jarociÒski;wielkopolskie
66-200;Lubinicko;;;åwiebodzin;úwiebodziÒski;lubuskie
33-115;Lubinka;;;Pleúna;tarnowski;ma≥opolskie
76-020;Lubino;;;Bobolice;koszaliÒski;zachodniopomorskie
16-315;Lubinowo;;;Lipsk;augustowski;podlaskie
62-574;Lubiny;;;Rychwa≥;koniÒski;wielkopolskie
62-600;Lubiny;;;Ko≥o;kolski;wielkopolskie
62-238;LubiÒ;;;Trzemeszno;gnieünieÒski;wielkopolskie
64-010;LubiÒ;;;KrzywiÒ;koúciaÒski;wielkopolskie
89-511;LubiÒsk;;;Cekcyn;tucholski;kujawsko-pomorskie
95-047;Lubiska;;;JeøÛw;brzeziÒski;≥Ûdzkie
99-200;Lubiszewice;;;PoddÍbice;poddÍbicki;≥Ûdzkie
82-230;Lubiszewo Drugie;;;Nowy Staw;malborski;pomorskie
83-112;Lubiszewo Tczewskie;;;Tczew;tczewski;pomorskie
66-433;Lubiszyn;;;Lubiszyn;gorzowski;lubuskie
82-100;Lubiszynek Drugi;;;Nowy DwÛr GdaÒski;nowodworski;pomorskie
82-112;Lubiszynek Pierwszy;;;Ostaszewo;nowodworski;pomorskie
78-120;Lubkowice;;;Goúcino;ko≥obrzeski;zachodniopomorskie
77-200;Lubkowo;;;Miastko;bytowski;pomorskie
84-110;Lubkowo;;;Krokowa;pucki;pomorskie
59-720;LubkÛw;;;Warta Boles≥awiecka;boles≥awiecki;dolnoúlπskie
38-130;Lubla;;;Frysztak;strzyøowski;podkarpackie
84-210;Lublewko;;;Choczewo;wejherowski;pomorskie
83-050;Lublewo GdaÒskie;;;Kolbudy;gdaÒski;pomorskie
84-210;Lublewo LÍborskie;;;Choczewo;wejherowski;pomorskie
38-214;Lublica;;;Ko≥aczyce;jasielski;podkarpackie
20-410;Lublin;1 Maja;;Lublin;Lublin;lubelskie
20-378;Lublin;11 Listopada;;Lublin;Lublin;lubelskie
20-078;Lublin;3 Maja;;Lublin;Lublin;lubelskie
20-710;Lublin;Abelarda;;Lublin;Lublin;lubelskie
20-440;Lublin;Abrahama Sterna;;Lublin;Lublin;lubelskie
20-442;Lublin;Abramowicka;1-45;Lublin;Lublin;lubelskie
20-391;Lublin;Abramowicka;46-DK;Lublin;Lublin;lubelskie
20-359;Lublin;Adama Asnyka;;Lublin;Lublin;lubelskie
20-152;Lublin;Adama Kerstena;;Lublin;Lublin;lubelskie
20-371;Lublin;Adama Mickiewicza;1-31(n), 2-20(p);Lublin;Lublin;lubelskie
20-433;Lublin;Adama Mickiewicza;22-34(p), 33-51a(n);Lublin;Lublin;lubelskie
20-466;Lublin;Adama Mickiewicza;36-DK(p), 53-DK(n);Lublin;Lublin;lubelskie
20-453;Lublin;Adolfa DygasiÒskiego;;Lublin;Lublin;lubelskie
20-571;Lublin;Agatowa;;Lublin;Lublin;lubelskie
20-140;Lublin;Agrestowa;;Lublin;Lublin;lubelskie
20-833;Lublin;Agronomiczna;;Lublin;Lublin;lubelskie
20-350;Lublin;Akacjowa;;Lublin;Lublin;lubelskie
20-033;Lublin;Akademicka;;Lublin;Lublin;lubelskie
20-715;Lublin;Aksini;;Lublin;Lublin;lubelskie
20-472;Lublin;al. aleja Stanis≥awa JasiÒskiego;;Lublin;Lublin;lubelskie
20-814;Lublin;Al. Gen. W≥adys≥awa Sikorskiego;;Lublin;Lublin;lubelskie
20-315;Lublin;al. Wincentego Witosa;;Lublin;Lublin;lubelskie
20-249;Lublin;al. W≥adys≥awa Andersa;;Lublin;Lublin;lubelskie
20-054;Lublin;Aleja Jana D≥ugosza;;Lublin;Lublin;lubelskie
20-011;Lublin;aleja JÛzefa Pi≥sudskiego;1-13(n), 2-22(p);Lublin;Lublin;lubelskie
20-407;Lublin;aleja JÛzefa Pi≥sudskiego;15-DK(n), 24-DK(p);Lublin;Lublin;lubelskie
20-848;Lublin;Aleja KompozytorÛw Polskich;;Lublin;Lublin;lubelskie
20-718;Lublin;Aleja Kraúnicka;;Lublin;Lublin;lubelskie
20-536;Lublin;Aleja MarzeÒ;;Lublin;Lublin;lubelskie
20-848;Lublin;aleja Mieczys≥awa SmorawiÒskiego;;Lublin;Lublin;lubelskie
20-536;Lublin;Aleja M≥odoúci;;Lublin;Lublin;lubelskie
20-809;Lublin;Aleja RÛø;;Lublin;Lublin;lubelskie
20-841;Lublin;Aleja Solidarnoúci;;Lublin;Lublin;lubelskie
20-147;Lublin;Aleja SpÛ≥dzielczoúci Pracy;;Lublin;Lublin;lubelskie
20-703;Lublin;aleja Tadeusza Mazowieckiego;;Lublin;Lublin;lubelskie
20-108;Lublin;aleja Unii Lubelskiej;;Lublin;Lublin;lubelskie
20-803;Lublin;Aleja Warszawska;1-85(n), 2-70(p);Lublin;Lublin;lubelskie
20-824;Lublin;Aleja Warszawska;72-DK(p), 87-DK(n);Lublin;Lublin;lubelskie
20-059;Lublin;aleje Rac≥awickie;1-17(n);Lublin;Lublin;lubelskie
20-049;Lublin;aleje Rac≥awickie;19-33(n);Lublin;Lublin;lubelskie
20-043;Lublin;aleje Rac≥awickie;26-DK(p);Lublin;Lublin;lubelskie
20-028;Lublin;aleje Rac≥awickie;2-6(p);Lublin;Lublin;lubelskie
20-037;Lublin;aleje Rac≥awickie;8-24a(p);Lublin;Lublin;lubelskie
20-121;Lublin;Aleje Tysiπclecia;;Lublin;Lublin;lubelskie
20-101;Lublin;Aleje Zygmuntowskie;;Lublin;Lublin;lubelskie
20-488;Lublin;Aleksandra Czekanowskiego;;Lublin;Lublin;lubelskie
20-453;Lublin;Aleksandra Fredry;;Lublin;Lublin;lubelskie
20-442;Lublin;Aleksandra Gierymskiego;;Lublin;Lublin;lubelskie
20-442;Lublin;Aleksandra Or≥owskiego;;Lublin;Lublin;lubelskie
20-467;Lublin;Aleksandra åwiÍtochowskiego;1-83(n), 2-90(p);Lublin;Lublin;lubelskie
20-446;Lublin;Aleksandra åwiÍtochowskiego;85-DK(n), 92-DK(p);Lublin;Lublin;lubelskie
20-875;Lublin;Aleksandra Zelwerowicza;;Lublin;Lublin;lubelskie
20-362;Lublin;Alojzego Grochowskiego;;Lublin;Lublin;lubelskie
20-819;Lublin;Altanowa;;Lublin;Lublin;lubelskie
20-577;Lublin;Ametystowa;;Lublin;Lublin;lubelskie
20-709;Lublin;Andrzeja Struga;;Lublin;Lublin;lubelskie
20-706;Lublin;Anny Henryki PustowÛjtÛwny;;Lublin;Lublin;lubelskie
20-443;Lublin;Anny Stanis≥awskiej;;Lublin;Lublin;lubelskie
20-328;Lublin;Anny Walentynowicz;;Lublin;Lublin;lubelskie
20-735;Lublin;Antoniego JezioraÒskiego;;Lublin;Lublin;lubelskie
20-064;Lublin;Antoniego Pπczka;;Lublin;Lublin;lubelskie
20-492;Lublin;Antoniego S≥omkowskiego;;Lublin;Lublin;lubelskie
20-012;Lublin;Antoniego Szczerbowskiego;;Lublin;Lublin;lubelskie
20-260;Lublin;Antoniny Grygowej;;Lublin;Lublin;lubelskie
20-113;Lublin;ArchidiakoÒska;;Lublin;Lublin;lubelskie
20-539;Lublin;Armii Krajowej;;Lublin;Lublin;lubelskie
20-136;Lublin;Aroniowa;;Lublin;Lublin;lubelskie
20-029;Lublin;Artura Grottgera;;Lublin;Lublin;lubelskie
20-204;Lublin;Azaliowa;;Lublin;Lublin;lubelskie
20-328;Lublin;Azotowa;;Lublin;Lublin;lubelskie
20-460;Lublin;Bagatela;;Lublin;Lublin;lubelskie
20-802;Lublin;Bajkowa;;Lublin;Lublin;lubelskie
20-858;Lublin;Baletowa;;Lublin;Lublin;lubelskie
20-601;Lublin;Balladyny;;Lublin;Lublin;lubelskie
20-707;Lublin;Baltazara Paúnikowskiego;;Lublin;Lublin;lubelskie
20-452;Lublin;Bandtkich;;Lublin;Lublin;lubelskie
20-810;Lublin;Bartnicza;;Lublin;Lublin;lubelskie
20-060;Lublin;Bartosza G≥owackiego;;Lublin;Lublin;lubelskie
20-224;Lublin;Barwinkowa;;Lublin;Lublin;lubelskie
20-390;Lublin;Barwna;;Lublin;Lublin;lubelskie
20-802;Lublin;Baúniowa;;Lublin;Lublin;lubelskie
20-807;Lublin;BatalionÛw Ch≥opskich;;Lublin;Lublin;lubelskie
20-144;Lublin;BazylianÛwka;;Lublin;Lublin;lubelskie
20-828;Lublin;Baøantowa;;Lublin;Lublin;lubelskie
20-715;Lublin;Beatrycze;;Lublin;Lublin;lubelskie
20-045;Lublin;BeliniakÛw;;Lublin;Lublin;lubelskie
20-750;Lublin;Be≥øycka;;Lublin;Lublin;lubelskie
20-136;Lublin;Berberysowa;;Lublin;Lublin;lubelskie
20-491;Lublin;Bernarda Wapowskiego;;Lublin;Lublin;lubelskie
20-109;Lublin;BernardyÒska;;Lublin;Lublin;lubelskie
20-582;Lublin;Berylowa;;Lublin;Lublin;lubelskie
20-869;Lublin;Beskidzka;;Lublin;Lublin;lubelskie
20-402;Lublin;Betonowa;;Lublin;Lublin;lubelskie
20-030;Lublin;Bia≥a;;Lublin;Lublin;lubelskie
20-119;Lublin;Bia≥kowska GÛra;;Lublin;Lublin;lubelskie
20-732;Lublin;Bia≥ostocka;;Lublin;Lublin;lubelskie
20-543;Lublin;Biedronki;;Lublin;Lublin;lubelskie
20-465;Lublin;Biernata z Lublina;;Lublin;Lublin;lubelskie
20-722;Lublin;Bieszczadzka;;Lublin;Lublin;lubelskie
20-304;Lublin;Bi≥gorajska;;Lublin;Lublin;lubelskie
20-259;Lublin;Biskupie;;Lublin;Lublin;lubelskie
20-830;Lublin;BiskupiÒska;;Lublin;Lublin;lubelskie
20-209;Lublin;Blacharska;;Lublin;Lublin;lubelskie
20-701;Lublin;Bliska;;Lublin;Lublin;lubelskie
20-224;Lublin;Bluszczowa;;Lublin;Lublin;lubelskie
20-259;Lublin;B≥awatkowa;;Lublin;Lublin;lubelskie
20-468;Lublin;B≥Íkitna;;Lublin;Lublin;lubelskie
20-828;Lublin;Bobrzan;;Lublin;Lublin;lubelskie
20-542;Lublin;Bociania;;Lublin;Lublin;lubelskie
20-070;Lublin;Boczna Lubomelskiej;;Lublin;Lublin;lubelskie
20-310;Lublin;Boczna £ÍczyÒskiej;;Lublin;Lublin;lubelskie
20-103;Lublin;Boczna Rusa≥ki;;Lublin;Lublin;lubelskie
20-617;Lublin;Boczna Siewnej;;Lublin;Lublin;lubelskie
20-410;Lublin;Boczna Øabiej;;Lublin;Lublin;lubelskie
20-810;Lublin;BogdanÛwka;;Lublin;Lublin;lubelskie
20-808;Lublin;BohaterÛw Monte Cassino;1-39(n);Lublin;Lublin;lubelskie
20-705;Lublin;BohaterÛw Monte Cassino;40-DK;Lublin;Lublin;lubelskie
20-873;Lublin;BohaterÛw Wrzeúnia;;Lublin;Lublin;lubelskie
20-262;Lublin;Bohdana DobrzaÒskiego;;Lublin;Lublin;lubelskie
20-611;Lublin;Boles≥awa Chrobrego;;Lublin;Lublin;lubelskie
20-815;Lublin;Boles≥awa Leúmiana;;Lublin;Lublin;lubelskie
20-789;Lublin;Boles≥awa Liszkowskiego;;Lublin;Lublin;lubelskie
20-064;Lublin;Boles≥awa Prusa;;Lublin;Lublin;lubelskie
20-153;Lublin;Boles≥awa Sekutowicza;;Lublin;Lublin;lubelskie
20-611;Lublin;Boles≥awa åmia≥ego;;Lublin;Lublin;lubelskie
20-142;Lublin;BorÛwkowa;;Lublin;Lublin;lubelskie
20-715;Lublin;Boryny;;Lublin;Lublin;lubelskie
20-809;Lublin;Botaniczna;;Lublin;Lublin;lubelskie
20-522;Lublin;BÛr;;Lublin;Lublin;lubelskie
20-492;Lublin;Bp. Mariana Fulmana;;Lublin;Lublin;lubelskie
20-270;Lublin;Braci Krausse;;Lublin;Lublin;lubelskie
20-844;Lublin;Braci Wieniawskich;;Lublin;Lublin;lubelskie
20-111;Lublin;Bramowa;;Lublin;Lublin;lubelskie
20-440;Lublin;Brata Alberta;;Lublin;Lublin;lubelskie
20-138;Lublin;Bratkowa;;Lublin;Lublin;lubelskie
20-802;Lublin;Bratnia;;Lublin;Lublin;lubelskie
20-301;Lublin;Bronowicka;;Lublin;Lublin;lubelskie
20-087;Lublin;Browarna;;Lublin;Lublin;lubelskie
20-579;Lublin;Brylantowa;;Lublin;Lublin;lubelskie
20-142;Lublin;Brzoskwiniowa;;Lublin;Lublin;lubelskie
20-225;Lublin;Brzozowa;;Lublin;Lublin;lubelskie
20-469;Lublin;Budowlana;;Lublin;Lublin;lubelskie
20-144;Lublin;BudrysÛw;;Lublin;Lublin;lubelskie
20-804;Lublin;Bukietowa;;Lublin;Lublin;lubelskie
20-353;Lublin;Bukowa;;Lublin;Lublin;lubelskie
20-810;Lublin;Bukszpanowa;;Lublin;Lublin;lubelskie
20-104;Lublin;Bulwarowa;;Lublin;Lublin;lubelskie
20-150;Lublin;Bursaki;;Lublin;Lublin;lubelskie
20-576;Lublin;Bursztynowa;;Lublin;Lublin;lubelskie
20-828;Lublin;Buøan;;Lublin;Lublin;lubelskie
20-723;Lublin;Bydgoska;;Lublin;Lublin;lubelskie
20-302;Lublin;Bystrzycka;;Lublin;Lublin;lubelskie
20-142;Lublin;Cedrowa;;Lublin;Lublin;lubelskie
20-310;Lublin;Ceglana;;Lublin;Lublin;lubelskie
20-150;Lublin;Ceramiczna;;Lublin;Lublin;lubelskie
20-120;Lublin;Cerkiewna;;Lublin;Lublin;lubelskie
20-834;Lublin;Chabrowa;;Lublin;Lublin;lubelskie
20-304;Lublin;Che≥mska;;Lublin;Lublin;lubelskie
20-329;Lublin;Chemiczna;;Lublin;Lublin;lubelskie
20-411;Lublin;Ch≥odna;;Lublin;Lublin;lubelskie
20-079;Lublin;Chmielna;1-6;Lublin;Lublin;lubelskie
20-075;Lublin;Chmielna;7-DK;Lublin;Lublin;lubelskie
20-816;Lublin;Choiny;;Lublin;Lublin;lubelskie
20-088;Lublin;Ciasna;;Lublin;Lublin;lubelskie
20-078;Lublin;Cicha;;Lublin;Lublin;lubelskie
20-522;Lublin;Cienista;;Lublin;Lublin;lubelskie
20-403;Lublin;Ciep≥a;;Lublin;Lublin;lubelskie
20-479;Lublin;Ciep≥ownicza;;Lublin;Lublin;lubelskie
20-703;Lublin;Cisowa;;Lublin;Lublin;lubelskie
20-325;Lublin;Cmentarna;;Lublin;Lublin;lubelskie
20-401;Lublin;Cukrownicza;;Lublin;Lublin;lubelskie
20-714;Lublin;Cyda;;Lublin;Lublin;lubelskie
20-153;Lublin;Cynamonowa;;Lublin;Lublin;lubelskie
20-045;Lublin;Cypriana Godebskiego;;Lublin;Lublin;lubelskie
20-061;Lublin;Cypriana Kamila Norwida;;Lublin;Lublin;lubelskie
20-224;Lublin;Cyprysowa;;Lublin;Lublin;lubelskie
20-583;Lublin;Cyrkoniowa;;Lublin;Lublin;lubelskie
20-122;Lublin;Cyrulicza;;Lublin;Lublin;lubelskie
20-752;Lublin;Czapla;;Lublin;Lublin;lubelskie
20-072;Lublin;Czechowska;;Lublin;Lublin;lubelskie
20-807;Lublin;Czeremchowa;;Lublin;Lublin;lubelskie
20-349;Lublin;Czereúniowa;;Lublin;Lublin;lubelskie
20-226;Lublin;Czernicowa;;Lublin;Lublin;lubelskie
20-302;Lublin;Czerniejowska;;Lublin;Lublin;lubelskie
20-816;Lublin;Czerwcowa;;Lublin;Lublin;lubelskie
20-424;Lublin;Czeska;;Lublin;Lublin;lubelskie
20-153;Lublin;Czes≥awa Strzeszewskiego;;Lublin;Lublin;lubelskie
20-783;Lublin;Czes≥awa SzczepaÒskiego;;Lublin;Lublin;lubelskie
20-152;Lublin;Czes≥awa Zgorzelskiego;;Lublin;Lublin;lubelskie
20-045;Lublin;CzwartakÛw;1-11(n), 2-DK(p), 17-DK(n);Lublin;Lublin;lubelskie
20-036;Lublin;CzwartakÛw;13-15(n);Lublin;Lublin;lubelskie
20-124;Lublin;Czwartek;;Lublin;Lublin;lubelskie
20-073;Lublin;Czysta;;Lublin;Lublin;lubelskie
20-226;Lublin;Daktylowa;;Lublin;Lublin;lubelskie
20-224;Lublin;Daliowa;;Lublin;Lublin;lubelskie
20-829;Lublin;Dπbrowicka;;Lublin;Lublin;lubelskie
20-416;Lublin;Dπbrowska;;Lublin;Lublin;lubelskie
20-830;Lublin;DπbrÛwki;;Lublin;Lublin;lubelskie
20-226;Lublin;Dereniowa;;Lublin;Lublin;lubelskie
20-832;Lublin;Deszczowa;;Lublin;Lublin;lubelskie
20-221;Lublin;DÍbowa;;Lublin;Lublin;lubelskie
20-447;Lublin;Diamentowa;1-11a(n), 2-20(p);Lublin;Lublin;lubelskie
20-471;Lublin;Diamentowa;22-DK(p), 27-27a;Lublin;Lublin;lubelskie
20-714;Lublin;Ditty;;Lublin;Lublin;lubelskie
20-149;Lublin;D≥otlice;;Lublin;Lublin;lubelskie
20-346;Lublin;D≥uga;1-61;Lublin;Lublin;lubelskie
20-365;Lublin;D≥uga;62-DK;Lublin;Lublin;lubelskie
20-149;Lublin;Do Dysa;;Lublin;Lublin;lubelskie
20-350;Lublin;Dobra;;Lublin;Lublin;lubelskie
20-259;Lublin;Dojazdowa;;Lublin;Lublin;lubelskie
20-079;Lublin;Dolna 3 Maja;;Lublin;Lublin;lubelskie
20-010;Lublin;Dolna Panny Marii;;Lublin;Lublin;lubelskie
20-111;Lublin;DominikaÒska;;Lublin;Lublin;lubelskie
20-386;Lublin;Dominowska;;Lublin;Lublin;lubelskie
20-280;Lublin;Doúwiadczalna;;Lublin;Lublin;lubelskie
20-152;Lublin;Doøynkowa;1-19n(n), 2-36(p), 9-10b;Lublin;Lublin;lubelskie
20-223;Lublin;Doøynkowa;21-DK(n), 38-DK(p);Lublin;Lublin;lubelskie
20-612;Lublin;dr Aleksandra Jaworowskiego;;Lublin;Lublin;lubelskie
20-025;Lublin;Dr JÛzefa Sztajna;;Lublin;Lublin;lubelskie
20-612;Lublin;dr Wac≥awa Lasockiego;;Lublin;Lublin;lubelskie
20-090;Lublin;Dra Kazimierza Jaczewskiego;;Lublin;Lublin;lubelskie
20-093;Lublin;Dra Witolda Chodüki;1-33(n), 2-14(p);Lublin;Lublin;lubelskie
20-835;Lublin;Dra Witolda Chodüki;16-DK(p), 35-DK(n);Lublin;Lublin;lubelskie
20-554;Lublin;DragonÛw;;Lublin;Lublin;lubelskie
20-305;Lublin;Drewniana;;Lublin;Lublin;lubelskie
20-325;Lublin;Droga MÍczennikÛw Majdanka;1-DK(n), 2-18(p), 44-DK(p);Lublin;Lublin;lubelskie
20-319;Lublin;Droga MÍczennikÛw Majdanka;20-30(p);Lublin;Lublin;lubelskie
20-334;Lublin;Droga MÍczennikÛw Majdanka;32-42(p);Lublin;Lublin;lubelskie
