PNA;MIEJSCOWOå∆;ULICA;NUMERY;GMINA;POWIAT;WOJEW”DZTWO
41-800;Zabrze;Jana Zamoyskiego;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;JarzÍbia;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;JaskÛ≥cza;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Jasna;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;JastrzÍbia;;Zabrze;Zabrze;úlπskie
41-810;Zabrze;Jaszczury;;Zabrze;Zabrze;úlπskie
41-811;Zabrze;Jaúminowa;;Zabrze;Zabrze;úlπskie
41-813;Zabrze;Jaworowa;;Zabrze;Zabrze;úlπskie
41-803;Zabrze;Jerzego Kukuczki;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;Jerzego Wyciska;;Zabrze;Zabrze;úlπskie
41-810;Zabrze;Jesienna;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Jesionowa;;Zabrze;Zabrze;úlπskie
41-803;Zabrze;Joachima Lelewela;;Zabrze;Zabrze;úlπskie
41-819;Zabrze;Joanny ØnieÒskiej;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;Jod≥owa;1-19(n);Zabrze;Zabrze;úlπskie
41-800;Zabrze;Jod≥owa;33-59(n);Zabrze;Zabrze;úlπskie
41-800;Zabrze;Johana Goethego;;Zabrze;Zabrze;úlπskie
41-819;Zabrze;Johana Pestalozziego;;Zabrze;Zabrze;úlπskie
41-818;Zabrze;Jowisza;;Zabrze;Zabrze;úlπskie
41-803;Zabrze;JÛzefa Blani;;Zabrze;Zabrze;úlπskie
41-819;Zabrze;JÛzefa Che≥moÒskiego;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;JÛzefa Chojnickiego;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;JÛzefa Ciupki;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;JÛzefa Froehlicha;;Zabrze;Zabrze;úlπskie
41-811;Zabrze;JÛzefa Gawrona;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;JÛzefa Korzeniowskiego;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;JÛzefa Kraszewskiego;;Zabrze;Zabrze;úlπskie
41-809;Zabrze;JÛzefa Kurasia;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;JÛzefa Lompy;;Zabrze;Zabrze;úlπskie
41-813;Zabrze;JÛzefa £apkowskiego;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;JÛzefa Mehoffera;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;JÛzefa Nawrata;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;JÛzefa Rostka;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;JÛzefa Rymera;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;JÛzefa Sierakowskiego;;Zabrze;Zabrze;úlπskie
41-808;Zabrze;JÛzefa Wajzera;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;JÛzefa Weindoka;;Zabrze;Zabrze;úlπskie
41-811;Zabrze;JÛzefa Weyssenhoffa;;Zabrze;Zabrze;úlπskie
41-813;Zabrze;JÛzefa Wybickiego;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Juliana Tuwima;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Juliana Ursyna Niemcewicza;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Juliusza Ligonia;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Juliusza Rogera;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Juliusza S≥owackiego;;Zabrze;Zabrze;úlπskie
41-818;Zabrze;Jurija Gagarina;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Kacza;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;Kalinowa;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Kamienna;;Zabrze;Zabrze;úlπskie
41-808;Zabrze;Kardyna≥a Stefana WyszyÒskiego;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Karola Goduli;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;Karola Gorzawskiego;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Karola Hermisza;1-21(n);Zabrze;Zabrze;úlπskie
41-819;Zabrze;Karola Hermisza;2-16(p);Zabrze;Zabrze;úlπskie
41-800;Zabrze;Karola Miarki;;Zabrze;Zabrze;úlπskie
41-811;Zabrze;Karola Niedoby;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Karola Piechy;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Karola Szymanowskiego;;Zabrze;Zabrze;úlπskie
41-803;Zabrze;Karola Ømudy;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;Karolinki;;Zabrze;Zabrze;úlπskie
41-814;Zabrze;Kasztanowa;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Kazimierza BrodziÒskiego;;Zabrze;Zabrze;úlπskie
41-811;Zabrze;Kazimierza Kruszyny;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Kazimierza Tetmajera;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Kaüni OúwiÍcimskiej;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Klemensa Krawczyka;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Klonowa;;Zabrze;Zabrze;úlπskie
41-811;Zabrze;K≥odnicka;;Zabrze;Zabrze;úlπskie
41-809;Zabrze;K≥osowa;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Knurowska;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Kolejowa;;Zabrze;Zabrze;úlπskie
41-808;Zabrze;Ko≥obrzeska;;Zabrze;Zabrze;úlπskie
41-808;Zabrze;Komuny Paryskiej;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;KonfederatÛw Barskich;;Zabrze;Zabrze;úlπskie
41-810;Zabrze;Konrada Sitki;;Zabrze;Zabrze;úlπskie
41-818;Zabrze;Konstantego Cio≥kowskiego;;Zabrze;Zabrze;úlπskie
41-819;Zabrze;Konstantego Ga≥czyÒskiego;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;KoÒcowa;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Kopalniana;;Zabrze;Zabrze;úlπskie
41-808;Zabrze;Kornela MakuszyÒskiego;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;KosynierÛw;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Koszykowa;;Zabrze;Zabrze;úlπskie
41-814;Zabrze;Koúcielna;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Kowalska;;Zabrze;Zabrze;úlπskie
41-818;Zabrze;Kozioroøca;;Zabrze;Zabrze;úlπskie
41-808;Zabrze;Krakowska;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Krakusa;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;KrÛlewska;;Zabrze;Zabrze;úlπskie
41-811;Zabrze;KrÛlowej Kingi;1-DK(n);Zabrze;Zabrze;úlπskie
41-806;Zabrze;KrÛlowej Kingi;4-6(p);Zabrze;Zabrze;úlπskie
41-806;Zabrze;KrÛlowej Luizy;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;KrÛtka;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;Krucza;;Zabrze;Zabrze;úlπskie
41-813;Zabrze;Krzysztofa BaczyÒskiego;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;ks. Andrzeja Hauptmana;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;ks. Antoniego Tomeczka;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;ks. Boles≥awa DomaÒskiego;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;ks. Doktora Antoniego Korczoka;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;ks. Doktora Szramka;;Zabrze;Zabrze;úlπskie
41-809;Zabrze;ks. Edwarda Mendego;;Zabrze;Zabrze;úlπskie
41-811;Zabrze;ks. Jakuba MaÒdy;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;ks. Jana Dzierøona;;Zabrze;Zabrze;úlπskie
41-814;Zabrze;ks. Jerzego Badestinusa;;Zabrze;Zabrze;úlπskie
41-809;Zabrze;ks. Jerzego Brejzy;;Zabrze;Zabrze;úlπskie
41-810;Zabrze;ks. JÛzefa Knosa≥y;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;ks. JÛzefa Londzina;;Zabrze;Zabrze;úlπskie
41-819;Zabrze;ks. JÛzefa Madei;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;ks. JÛzefa Wajdy;;Zabrze;Zabrze;úlπskie
41-803;Zabrze;ks. Karola Kozio≥ka;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;ks. Konstantego Damrota;;Zabrze;Zabrze;úlπskie
41-814;Zabrze;ks. Micha≥a Wosia;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;ks. Norberta BoÒczyka;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;ks. Paw≥a Janika;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;ks. Paw≥a Poúpiecha;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;ks. Piotra Skargi;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;ks. Piotra åciegiennego;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;ks. Stanis≥awa BrzÛski;;Zabrze;Zabrze;úlπskie
41-808;Zabrze;KsiÍcia Henryka Poboønego;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;KsiÍcia JÛzefa Poniatowskiego;;Zabrze;Zabrze;úlπskie
41-808;Zabrze;KsiÍcia W≥adys≥awa Opolczyka;;Zabrze;Zabrze;úlπskie
41-814;Zabrze;Kujawska;;Zabrze;Zabrze;úlπskie
41-814;Zabrze;Kurpiowska;;Zabrze;Zabrze;úlπskie
41-811;Zabrze;Kwiatowa;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Lawendowa;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Lecha;;Zabrze;Zabrze;úlπskie
41-811;Zabrze;Legnicka;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Leona WyczÛ≥kowskiego;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;Leszczynowa;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Leszka Bia≥ego;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Leúna;;Zabrze;Zabrze;úlπskie
41-814;Zabrze;Lipowa;;Zabrze;Zabrze;úlπskie
41-811;Zabrze;Lotnicza;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Lubczykowa;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Lubelska;;Zabrze;Zabrze;úlπskie
41-811;Zabrze;Lubuska;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Ludwika Kondratowicza;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Ludwika Solskiego;;Zabrze;Zabrze;úlπskie
41-813;Zabrze;Ludwika Zamenhofa;;Zabrze;Zabrze;úlπskie
41-813;Zabrze;Ludwiki WawrzyÒskiej;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;£anowa;;Zabrze;Zabrze;úlπskie
41-810;Zabrze;£πczna;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;£πkowa;;Zabrze;Zabrze;úlπskie
41-814;Zabrze;£owicka;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;£owiecka;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;£ukasza Wallisa;;Zabrze;Zabrze;úlπskie
41-809;Zabrze;£uøycka;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Macieja MieløyÒskiego;1-3(n);Zabrze;Zabrze;úlπskie
41-850;Zabrze;Macieja MieløyÒskiego;5;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Macieja Rataja;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Macieja Wilczka;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Magazynowa;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Makoszowska;;Zabrze;Zabrze;úlπskie
41-809;Zabrze;Makowa;;Zabrze;Zabrze;úlπskie
41-811;Zabrze;Maksymiliana Filipka;;Zabrze;Zabrze;úlπskie
41-809;Zabrze;Malinowa;;Zabrze;Zabrze;úlπskie
41-809;Zabrze;Malwowa;;Zabrze;Zabrze;úlπskie
41-810;Zabrze;Ma≥a;;Zabrze;Zabrze;úlπskie
41-819;Zabrze;Marcelego Kruczka;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Marcina Lutra;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Mariacka;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Marii Curie-Sk≥odowskiej;1-15(n), 2-10(p);Zabrze;Zabrze;úlπskie
41-819;Zabrze;Marii Curie-Sk≥odowskiej;12-44(p), 35-57(n);Zabrze;Zabrze;úlπskie
41-800;Zabrze;Marii Konopnickiej;;Zabrze;Zabrze;úlπskie
41-803;Zabrze;Marii RodziewiczÛwny;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Marsza≥ka JÛzefa Pi≥sudskiego;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Maurycego Mochnackiego;;Zabrze;Zabrze;úlπskie
41-814;Zabrze;Mazowiecka;;Zabrze;Zabrze;úlπskie
41-808;Zabrze;Mazurska;;Zabrze;Zabrze;úlπskie
41-808;Zabrze;MedykÛw;;Zabrze;Zabrze;úlπskie
41-803;Zabrze;Melchiora Mroøka;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;MÍczennikÛw Majdanka;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Micha≥a Archanio≥a;;Zabrze;Zabrze;úlπskie
41-810;Zabrze;Micha≥a GraøyÒskiego;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Micha≥a Ossowskiego;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Micha≥a Wolskiego;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Micha≥a Wo≥odyjowskiego;;Zabrze;Zabrze;úlπskie
41-803;Zabrze;Mieczys≥awa I;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Mieczys≥awa Niedzia≥kowskiego;;Zabrze;Zabrze;úlπskie
41-814;Zabrze;Miedziana;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;MiÍtowa;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Miko≥aja Gogola;;Zabrze;Zabrze;úlπskie
41-803;Zabrze;Miko≥aja Reja;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Miko≥aja ZieliÒskiego;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;Miko≥owska;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Mikulczycka;;Zabrze;Zabrze;úlπskie
41-810;Zabrze;Mi≥a;;Zabrze;Zabrze;úlπskie
41-808;Zabrze;M≥odego GÛrnika;;Zabrze;Zabrze;úlπskie
41-808;Zabrze;M≥odzieøowa;;Zabrze;Zabrze;úlπskie
41-803;Zabrze;M≥yÒska;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;Modrzewiowa;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Morwowa;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Mostowa;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Myúliwska;;Zabrze;Zabrze;úlπskie
41-814;Zabrze;Na Lesie;;Zabrze;Zabrze;úlπskie
41-819;Zabrze;Na £uku;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Na Piaskach;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Nad Kana≥em;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Nadrzeczna;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Nagietkowa;;Zabrze;Zabrze;úlπskie
41-818;Zabrze;Neptuna;;Zabrze;Zabrze;úlπskie
41-810;Zabrze;NoconiÛw;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;Norberta Barlickiego;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Nowa;;Zabrze;Zabrze;úlπskie
41-810;Zabrze;Nowa Kolonia;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Nowodworska;;Zabrze;Zabrze;úlπskie
41-808;Zabrze;Nyska;;Zabrze;Zabrze;úlπskie
41-819;Zabrze;Objazdowa;;Zabrze;Zabrze;úlπskie
41-809;Zabrze;ObroÒcÛw Westerplatte;;Zabrze;Zabrze;úlπskie
41-808;Zabrze;Ofiar Katynia;;Zabrze;Zabrze;úlπskie
41-803;Zabrze;Ogrodowa;;Zabrze;Zabrze;úlπskie
41-808;Zabrze;Ojca Maksymiliana Kolbe;;Zabrze;Zabrze;úlπskie
41-811;Zabrze;OkrÍøna;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;Olchowa;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Olimpijska;;Zabrze;Zabrze;úlπskie
41-810;Zabrze;OlsztyÒska;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Opawska;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Opolska;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Orlπt Lwowskich;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;Orzechowa;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;OsiedleÒcza;;Zabrze;Zabrze;úlπskie
41-811;Zabrze;OúwiÍcimska;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Pani Twardowskiej;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;PanieÒskie Ska≥y;;Zabrze;Zabrze;úlπskie
41-818;Zabrze;Panny;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Parkowa;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Paw≥a Biniasa;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Paw≥a Dubiela;;Zabrze;Zabrze;úlπskie
41-803;Zabrze;Paw≥a Kempki;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;Paw≥a K≥yki;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Paw≥a Majnusza;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Paw≥a Stalmacha;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Paw≥a ålÍczka;;Zabrze;Zabrze;úlπskie
41-818;Zabrze;Perseusza;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;PGR Weso≥a;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Piastowska;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Piekarnicza;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;Piekarska;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Piotra Czajkowskiego;;Zabrze;Zabrze;úlπskie
41-819;Zabrze;Piotra MaszyÒskiego;;Zabrze;Zabrze;úlπskie
41-810;Zabrze;Piotra Mikusza;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Piotra Niedurnego;;Zabrze;Zabrze;úlπskie
41-810;Zabrze;Piusa;;Zabrze;Zabrze;úlπskie
41-803;Zabrze;Plac Bernarda Purkopa;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Plac Dworcowy;;Zabrze;Zabrze;úlπskie
41-810;Zabrze;Plac Ignacego Paderewskiego;10-115;Zabrze;Zabrze;úlπskie
41-806;Zabrze;Plac Ignacego Paderewskiego;2-8(p);Zabrze;Zabrze;úlπskie
41-819;Zabrze;Plac Kazimierza Wielkiego;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Plac Krakowski;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Plac ks. Franciszka Pieruszki;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Plac Miko≥aja Kopernika;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Plac Romualda Traugutta;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Plac S≥owiaÒski;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Plac Teatralny;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Plac Warszawski;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Plac Wolnoúci;;Zabrze;Zabrze;úlπskie
41-814;Zabrze;Platynowa;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Plebiscytowa;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Plutonowego Ryszarda Szkubacza;;Zabrze;Zabrze;úlπskie
41-813;Zabrze;p≥k. Franciszka NiepokÛlczyckiego;;Zabrze;Zabrze;úlπskie
41-808;Zabrze;Pod Borem;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;PodgÛrna;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Podleúna;;Zabrze;Zabrze;úlπskie
41-808;Zabrze;Pogodna;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Pokoju;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Poleg≥ych GÛrnikÛw;;Zabrze;Zabrze;úlπskie
41-808;Zabrze;Polna;;Zabrze;Zabrze;úlπskie
41-813;Zabrze;Polskiego Czerwonego Krzyøa;;Zabrze;Zabrze;úlπskie
41-808;Zabrze;Pomorska;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Poprzeczna;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Poranna;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;Porzeczkowa;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;PowstaÒcÛw ålπskich;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;PoznaÒska;;Zabrze;Zabrze;úlπskie
41-813;Zabrze;prof. Fryderyka Joliot-Curie;;Zabrze;Zabrze;úlπskie
41-819;Zabrze;prof. Maksymiliana Hubera;;Zabrze;Zabrze;úlπskie
41-814;Zabrze;prof. Roberta Bednorza;;Zabrze;Zabrze;úlπskie
41-819;Zabrze;prof. Stefana Banacha;;Zabrze;Zabrze;úlπskie
41-818;Zabrze;prof. Tadeusza Banachiewicza;;Zabrze;Zabrze;úlπskie
41-819;Zabrze;prof. Tadeusza KotarbiÒskiego;;Zabrze;Zabrze;úlπskie
41-819;Zabrze;prof. Walerego Fontanusa;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;prof. Wilibalda Winklera;;Zabrze;Zabrze;úlπskie
41-819;Zabrze;prof. W≥adys≥awa Tatarkiewicza;;Zabrze;Zabrze;úlπskie
41-818;Zabrze;prof. W≥odzimierza Zonna;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;prof. Zbigniewa Religi;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Promienna;;Zabrze;Zabrze;úlπskie
41-808;Zabrze;Prosta;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Prudnicka;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Przelotowa;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Przemys≥owa;;Zabrze;Zabrze;úlπskie
41-811;Zabrze;Przeora Augustyna Kordeckiego;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Przy Bramie;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;Przy Prochowni;;Zabrze;Zabrze;úlπskie
41-814;Zabrze;Przy UjÍciu;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;Przykra;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Przystankowa;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Przyszowicka;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;PszczyÒska;1-35(n), 2-22(p);Zabrze;Zabrze;úlπskie
41-809;Zabrze;PszczyÒska;24-DK(p), 37-DK(n);Zabrze;Zabrze;úlπskie
41-800;Zabrze;Ptasia;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Pyskowicka;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;Rac≥awicka;;Zabrze;Zabrze;úlπskie
41-810;Zabrze;Rafa≥a Copika;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;Rajska;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Ratuszowa;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Reform Rolnych;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Roberta Koülika;;Zabrze;Zabrze;úlπskie
41-811;Zabrze;Roberta Miki;;Zabrze;Zabrze;úlπskie
41-811;Zabrze;Roberta Oszka;;Zabrze;Zabrze;úlπskie
41-814;Zabrze;Roberta Shumana;;Zabrze;Zabrze;úlπskie
41-813;Zabrze;Robotnicza;;Zabrze;Zabrze;úlπskie
41-809;Zabrze;Rodzinna;;Zabrze;Zabrze;úlπskie
41-809;Zabrze;Rogoünicka;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Romana Dyboskiego;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;RÛøana;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;rtm. Witolda Pileckiego;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Rumiankowa;;Zabrze;Zabrze;úlπskie
41-811;Zabrze;Rybna;;Zabrze;Zabrze;úlπskie
41-819;Zabrze;Rybnicka;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Rzeczna;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Salomona Isaaca;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Sπdowa;;Zabrze;Zabrze;úlπskie
41-811;Zabrze;Sejmowa;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Sierotki;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Skalista;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Skalley;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;Skarbnika;;Zabrze;Zabrze;úlπskie
41-814;Zabrze;Sk≥adowa;1-2, 5-9(n);Zabrze;Zabrze;úlπskie
41-807;Zabrze;Sk≥adowa;14-DK(p);Zabrze;Zabrze;úlπskie
41-818;Zabrze;Skorpiona;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Skoúna;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;S≥oneczna;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;S≥owicza;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Sokolska;;Zabrze;Zabrze;úlπskie
41-808;Zabrze;Sosnowa;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Spichrzowa;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Spokojna;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Sportowa;;Zabrze;Zabrze;úlπskie
41-814;Zabrze;SpÛ≥dzielcza;;Zabrze;Zabrze;úlπskie
41-819;Zabrze;Srebrna;;Zabrze;Zabrze;úlπskie
41-814;Zabrze;Stalowa;;Zabrze;Zabrze;úlπskie
41-809;Zabrze;Stanis≥awa Bieniasza;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Stanis≥awa KobyliÒskiego;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Stanis≥awa Moniuszki;;Zabrze;Zabrze;úlπskie
41-809;Zabrze;Stanis≥awa Morciszka;;Zabrze;Zabrze;úlπskie
41-814;Zabrze;Stanis≥awa OgÛrka;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Stanis≥awa Rochowiaka;;Zabrze;Zabrze;úlπskie
41-807;Zabrze;Stanis≥awa Rudy;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Stanis≥awa Staszica;;Zabrze;Zabrze;úlπskie
41-806;Zabrze;Stanis≥awa Struzika;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Stanis≥awa Webera;;Zabrze;Zabrze;úlπskie
41-800;Zabrze;Stanis≥awa WyspiaÒskiego;;Zabrze;Zabrze;úlπskie
