,Kod_TERYT,nazwa_samorządu,Województwo,Powiat,typ_JST,nazwa_urzędu_JST,miejscowość,Kod pocztowy,poczta,Ulica,Nr domu,telefon kierunkowy,telefon,telefon 2,wewnętrzny,FAX kierunkowy,FAX,FAX wewnętrzny,ogólny adres poczty elektronicznej gminy/powiatu/województwa,adres www jednostki,ESP,adresy email
2286,2612053,Połaniec,świętokrzyskie,staszowski,GMW,Urząd Miasta i Gminy Połaniec,Połaniec,28-230,Połaniec,ul. Ruszczańska,27,15,8650305,,418,15,8659236,,sekretariat@poczta.polaniec.eu,portal.polaniec.eu,,sekretariat@poczta.polaniec.eu
2287,2612000,Powiat Staszowski,świętokrzyskie,staszowski,P,Starostwo Powiatowe w Staszowie,Staszów,28-200,Staszów,ul. Józefa Piłsudskiego,7,15,8642765,,,15,8659236,,powiat@staszowski.eu,www.staszowski.eu,,powiat@staszowski.eu
2288,2612062,Rytwiany,świętokrzyskie,staszowski,GW,Urząd Gminy Rytwiany,Rytwiany,28-236,Rytwiany,ul. Staszowska,15,15,8647930,,,15,8659236,,rytwiany@rytwiany.com.pl,www.rytwiany.com.pl,,rytwiany@rytwiany.com.pl
2289,2612073,Staszów,świętokrzyskie,staszowski,GMW,Urząd Miasta i Gminy w Staszowie,Staszów,28-200,Staszów,ul. Opatowska,31,15,8648305,,305,15,8659236,,biuro@staszow.pl,www.staszow.pl,,biuro@staszow.pl
2290,2612083,Szydłów,świętokrzyskie,staszowski,GMW,Urząd Miasta Gminy Szydłów,Szydłów,28-225,Szydłów,ul. Rynek,2,41,3545125,,32,41,8659236,,gmina@szydlow.pl,www.szydlow.pl,,gmina@szydlow.pl
2291,2613012,Kluczewsko,świętokrzyskie,włoszczowski,GW,Urząd Gminy Kluczewsko,Kluczewsko,29-120,Kluczewsko,ul. Spółdzielcza,12,44,7514246,,11,44,8659236,,ug@kluczewsko.gmina.pl,www.kluczewsko.gmina.pl,,ug@kluczewsko.gmina.pl
2292,2613022,Krasocin,świętokrzyskie,włoszczowski,GW,Urząd Gminy Krasocin,Krasocin,29-105,Krasocin,ul. Macierzy Szkolnej,1,41,3917026,,102,41,8659236,,gmina@krasocin.com.pl,www.krasocin.com.pl,,gmina@krasocin.com.pl
2293,2613032,Moskorzew,świętokrzyskie,włoszczowski,GW,Urząd Gminy Moskorzew,Moskorzew,29-130,Moskorzew,Moskorzew,42,34,3542003,,33,34,8659236,,ug.moskorzew@interia.pl ,www.moskorzew.pl,,ug.moskorzew@interia.pl 
2294,2613000,Powiat Włoszczowski,świętokrzyskie,włoszczowski,P,Starostwo Powiatowe we Włoszczowej,Włoszczowa,29-100,Włoszczowa,ul. Wiśniowa,10,41,3944950,,,41,8659236,,sekretariat@powiat-wloszczowa.pl,www.powiat-wloszczowa.pl,,sekretariat@powiat-wloszczowa.pl
2295,2613042,Radków,świętokrzyskie,włoszczowski,GW,Urząd Gminy Radków,Radków,29-135,Radków,Radków,99,34,3541120,,23,34,8659236,,radkow@radkow.ugm.pl,www.radkow.ugm.pl,,radkow@radkow.ugm.pl
2296,2613052,Secemin,świętokrzyskie,włoszczowski,GW,Urząd Gminy Secemin,Secemin,29-145,Secemin,ul. Struga,2,34,3556017,,21,34,8659236,,gmina@secemin.pl,www.secemin.pl,,gmina@secemin.pl
2297,2613063,Włoszczowa,świętokrzyskie,włoszczowski,GMW,Urząd Miasta i Gminy Włoszczowa,Włoszczowa,29-100,Włoszczowa,ul. Partyzantów,14,41,3942669,,101,41,8659236,,poczta@gmina-wloszczowa.pl,www.wloszczowa.pl,,poczta@gmina-wloszczowa.pl
2298,2600000,Województwo świętokrzyskie ,świętokrzyskie,,W,Urząd Marszałkowski Województwa Świętokrzyskiego,Kielce,25-516,Kielce,Aleja IX Wieków Kielc,3,41,3421530,,,41,8659236,,urzad.marszalkowski@sejmik.kielce.pl,www.sejmik.kielce.pl,,urzad.marszalkowski@sejmik.kielce.pl
2299,2801011,Bartoszyce,warmińsko-mazurskie,bartoszycki,GM,Urząd Miasta Bartoszyce,Bartoszyce,11-200,Bartoszyce,ul. Bohaterów Monte Cassino,1,89,7629804,,,89,7629805,,urzad.miasta@bartoszyce.pl,www.bartoszyce.pl,/urzadmiastabartoszyce/SkrytkaESP,urzad.miasta@bartoszyce.pl
2300,2801032,Bartoszyce,warmińsko-mazurskie,bartoszycki,GW,Urząd Gminy Bartoszyce,Bartoszyce,11-200,Bartoszyce,pl. Zwycięstwa,2,89,7627700,,,89,7621293,,sekretariat@gmina-bartoszyce.pl,www.bartoszyce.ug.gov.pl,/UGBartoszyce/SkrytkaESP,sekretariat@gmina-bartoszyce.pl
2301,2801043,Bisztynek,warmińsko-mazurskie,bartoszycki,GMW,Urząd Miejski w Bisztynku,Bisztynek,11-230,Bisztynek,ul. Kościuszki ,2,89,5216400,,,89,7188603,,sekretariat@bisztynek.pl,bisztynek.pl,/000529278/SkrytkaESP,sekretariat@bisztynek.pl
2302,2801021,Górowo Iławeckie,warmińsko-mazurskie,bartoszycki,GM,Urząd Miasta Górowo Iławeckie,Górowo Iławeckie,11-220,Górowo Iławeckie,Plac Ratuszowy,18,89,7627020,,,89,7627044,,umgorowo@gorowoilaweckie.pl,www.gorowoilaweckie.pl,/UMgorowo/SkrytkaESP,umgorowo@gorowoilaweckie.pl
2303,2801052,Górowo Iławeckie,warmińsko-mazurskie,bartoszycki,GW,Urząd Gminy Górowo Iławeckie,Górowo Iławeckie,11-220,Górowo Iławeckie,ul. Kościuszki,17,89,7611322,,,89,7611530,,sekretariat@uggorowo.pl,www.gorowoilaweckie.eu,/uggorowoil/SkrytkaESP,sekretariat@uggorowo.pl
2304,2801000,Powiat Bartoszycki,warmińsko-mazurskie,bartoszycki,P,Starostwo Powiatowe w Bartoszycach,Bartoszyce,11-200,Bartoszyce,ul. Grota Roweckiego,1,89,7621720,,,89,7625310,,starostwo.bartoszyce@pro.onet.pl,spbartoszyce.warmia.mazury.pl,/powiatbartoszycki/SkrytkaESP,starostwo.bartoszyce@pro.onet.pl
2305,2801063,Sępopol,warmińsko-mazurskie,bartoszycki,GMW,Urząd Miejski w Sępopolu,Sępopol,11-210,Sępopol,ul. 11 Listopada ,7,89,7613181,,,89,6790821,,sepopol@sepopol.pl,sepopol.warmia.mazury.pl/,/sepopol/SkrytkaESP,sepopol@sepopol.pl
2306,2802011,Braniewo,warmińsko-mazurskie,braniewski,GM,Urząd Miasta Braniewa,Braniewo,14-500,Braniewo,ul. Kościuszki,111,55,6440102,,,55,2432928,,sekretariat@braniewo.pl,www.braniewo.pl,/6v86b5ddox/skrytka,sekretariat@braniewo.pl
2307,2802022,Braniewo,warmińsko-mazurskie,braniewski,GW,Urząd Gminy Braniewo,Braniewo,14-500,Braniewo,ul. Moniuszki,5,55,6440300,,,55,6440301,,gmina@gminabraniewo.pl,www.gminabraniewo.pl,/UrzadGminyBraniewo/skrytka,gmina@gminabraniewo.pl
2308,2802033,Frombork,warmińsko-mazurskie,braniewski,GMW,Urząd Miasta i Gminy we Fromborku,Frombork,14-530,Frombork,ul. Młynarska,5A,55,2440660,,,55,2440661,,sekretariat@frombork.pl,www.frombork.pl,/umigfrombork/skrytka,sekretariat@frombork.pl
2309,2802042,Lelkowo,warmińsko-mazurskie,braniewski,GW,Urząd Gminy Lelkowo,Lelkowo,14-521,Lelkowo,Lelkowo,21,55,2448183,,,55,2448183,,sekretariat@uglelkowo.pl,www.uglelkowo.pl,/UGLELKOWO/SkrytkaESP,sekretariat@uglelkowo.pl
2310,2802053,Pieniężno,warmińsko-mazurskie,braniewski,GMW,Urząd Miejski w Pieniężnie,Pieniężno,14-520,Pieniężno,ul. Generalska ,8,55,2374600,,,55,2374601,,urzad@pieniezno.pl,www.pieniezno.pl,/ucc8u547w1/skrytka,urzad@pieniezno.pl
2311,2802062,Płoskinia,warmińsko-mazurskie,braniewski,GW,Urząd Gminy Płoskinia,Płoskinia,14-526,Płoskinia,Płoskinia,8,55,6208600,,,55,6208602,,ugploskinia@braniewo.net.pl,www.ploskinia.eu,/bbnqn51836/skrytka,ugploskinia@braniewo.net.pl
2312,2802000,Powiat Braniewski,warmińsko-mazurskie,braniewski,P,Starostwo Powiatowe w Braniewie,Braniewo,14-500,Braniewo,Plac Piłsudskiego,2,55,6440200,,,55,6442005,,starostwo@powiat-braniewo.pl,www.powiat-braniewo.pl,/m98k61msum/skrytka,starostwo@powiat-braniewo.pl
2313,2802072,Wilczęta,warmińsko-mazurskie,braniewski,GW,Urząd Gminy Wilczęta,Wilczęta,14-405,Wilczęta,Wilczęta,84,55,2496504,,,55,2496503,,wilczeta@wilczeta.ug.gov.pl,www.wilczeta.pl,/UGWILCZETA/SkrytkaESP,wilczeta@wilczeta.ug.gov.pl
2314,2803011,Działdowo,warmińsko-mazurskie,działdowski,GM,Urząd Miasta Działdowo,Działdowo,13-200,Działdowo,ul. Zamkowa,12,23,6970400,,,23,6970402,,umdzialdowo@netbiz.com.pl,www.dzialdowo.pl,/xys4h3v93c/skrytka,umdzialdowo@netbiz.com.pl
2315,2803022,Działdowo,warmińsko-mazurskie,działdowski,GW,Urząd Gminy Działdowo,Działdowo,13-200,Działdowo,ul. Księżodworska,10,23,6970700,,,23,6970701,,sekretariat@ugdzialdowo.pl,www.dzialdowo.ug.gov.pl,/ug_dzialdowo/SkrytkaESP,sekretariat@ugdzialdowo.pl
2316,2803032,Iłowo-Osada,warmińsko-mazurskie,działdowski,GW,Urząd Gminy Iłowo-Osada,Iłowo-Osada,13-240,Iłowo-Osada,ul. Wyzwolenia,5,23,6541014,,,23,6451014,,sekretariat@ugilowo-osada.pl,www.ugilowo-osada.pl,/2803032/SkrytkaESP,sekretariat@ugilowo-osada.pl
2317,2803043,Lidzbark,warmińsko-mazurskie,działdowski,GMW,Urząd Miasta i Gminy Lidzbark,Lidzbark,13-230,Lidzbark,ul. Sądowa ,21,23,6961505,,,23,6962107,,umig@lidzbark.pl,www.lidzbark.pl,/urzadlidzbark/SkrytkaESP,umig@lidzbark.pl
2318,2803052,Płośnica,warmińsko-mazurskie,działdowski,GW,Urząd Gminy Płośnica,Płośnica,13-206,Płośnica,ul. Dworcowa,52,23,6981755,,,23,6981766,,urzad@plosnica.pl,www.plosnica.pl,/UG-PLOSNICA/skrytka,urzad@plosnica.pl
2319,2803000,Powiat Działdowski,warmińsko-mazurskie,działdowski,P,Starostwo Powiatowe w Działdowie,Działdowo,13-200,Działdowo,ul. Kościuszki,3,23,6975940,,,23,6975941,,sekretariat@e-starostwo.pl,www.dzialdowo.starostwo.gov.pl,/starostwodz/SkrytkaESP,sekretariat@e-starostwo.pl
2320,2803062,Rybno,warmińsko-mazurskie,działdowski,GW,Urząd Gminy Rybno,Rybno,13-220,Rybno,ul. Lubawska,15,23,6966055,,,23,6966811,,rybno@gminarybno.pl,www.gminarybno.pl,/2803062/SkrytkaESP,rybno@gminarybno.pl
2321,2861011,Elbląg,warmińsko-mazurskie,Elbląg,MNP,Urząd Miejski w Elblągu,Elbląg,82-300,Elbląg,ul. Łączności,1,55,2393000,,,55,2393330,,umelblag@umelblag.pl,www.elblag.eu,/974x3yyiku/umelblag,umelblag@umelblag.pl
2322,2804012,Elbląg,warmińsko-mazurskie,elbląski,GW,Urząd Gminy Elbląg,Elbląg,82-300,Elbląg,ul. Browarna,85,55,2341884,,,55,2340871,,sekretariat@gminaelblag.pl,www.gminaelblag.pl/,/Gmina_Elblag/SkrytkaESP,sekretariat@gminaelblag.pl
2323,2804022,Godkowo,warmińsko-mazurskie,elbląski,GW,Urząd Gminy Godkowo,Godkowo,14-407,Godkowo,Godkowo,14,55,2497210,,,55,2497257,,sekretariat.godkowo@gmail.com,www.godkowo.pl/,/ugg/SkrytkaESP,sekretariat.godkowo@gmail.com
2324,2804032,Gronowo Elbląskie,warmińsko-mazurskie,elbląski,GW,Urząd Gminy Gronowo Elbląskie,Gronowo Elbląskie,82-335,Gronowo Elbląskie,ul. Łączności,3,55,2315613,,,55,2315623,,gminagronowo@gminagronowo.pl,www.gminagronowo.pl,/UG_Gronowo_Elblaskie/SkrytkaESP,gminagronowo@gminagronowo.pl
2325,2804042,Markusy,warmińsko-mazurskie,elbląski,GW,Urząd Gminy Markusy,Markusy,82-325,Markusy,Markusy,82,55,2394351,,,55,2394352,,markusy@data.pl,bip.warmia.mazury.pl/markusy_gmina_wiejska/,/ugmarkusy/SkrytkaESP,markusy@data.pl
2326,2804052,Milejewo,warmińsko-mazurskie,elbląski,GW,Urząd Gminy Milejewo,Milejewo,82-316,Milejewo,ul. Elbląska,47,55,2312284,,,55,2363836,,ugmilejewo@elblag.com.pl,milejewo-ug.bip-wm.pl/public/,/8po4b2f1o3/skrytka,ugmilejewo@elblag.com.pl
2327,2804063,Młynary,warmińsko-mazurskie,elbląski,GMW,Urząd Miasta i Gminy Młynary,Młynary,14-420,Młynary,ul. Dworcowa ,29,55,2486082,,,55,2486400,,sekretariat@mlynary.pl,www.mlynary.pl,/UMiGM/skrytka,sekretariat@mlynary.pl
2328,2804073,Pasłęk,warmińsko-mazurskie,elbląski,GMW,Urząd Miejski w Pasłęku,Pasłęk,14-400,Pasłęk,Pl. Św. Wojciecha,5,55,2482001,,,55,2483180,,paslek@paslek.pl,www.paslek.pl,/UMPASLEK/skrytka,paslek@paslek.pl
2329,2804000,Powiat Elbląski,warmińsko-mazurskie ,elbląski,P,Starostwo Powiatowe w Elblągu,Elbląg,82-300,Elbląg,ul. Saperów,14A,55,2394900,,,55,2324226,,sekretariat@powiat.elblag.pl,www.powiat.elblag.pl,/SPElblag/skrytka,sekretariat@powiat.elblag.pl
2330,2804082,Rychliki,warmińsko-mazurskie,elbląski,GW,Urząd Gminy Rychliki,Rychliki,14-411,Rychliki,Rychliki,86,55,2488155,,,55,2488145,,sekretariat@rychliki.pl,www.rychliki.org,/r25k49ombu/skrytka,sekretariat@rychliki.pl
2331,2804093,Tolkmicko,warmińsko-mazurskie,elbląski,GMW,Urząd Miasta i Gminy w Tolkmicku,Tolkmicko,82-340,Tolkmicko,ul. Plac Wolności,3,55,2316121,,,55,2316121,,umgtolk@tolkmicko.pl,www.tolkmicko.pl,/ov023d2fjt/skrytka,umgtolk@tolkmicko.pl
2332,2805011,Ełk,warmińsko-mazurskie,ełcki,GM,Urząd Miasta w Ełku,Ełk,19-300,Ełk,ul. Marsz. J. Piłsudskiego,4,87,7326200,,,87,7326230,,um@um.elk.pl,www.elk.pl/,/umelk/SkrytkaESP,um@um.elk.pl
2333,2805022,Ełk,warmińsko-mazurskie,ełcki,GW,Urząd Gminy Ełk,Ełk,19-300,Ełk,ul. T. Kościuszki,28a,87,6194500,,,87,6194501,,ug@elk.gmina.pl,www.elk.gmina.pl,/1996libutc/SkrytkaESP,ug@elk.gmina.pl
2334,2805032,Kalinowo,warmińsko-mazurskie,ełcki,GW,Urząd Gminy Kalinowo,Kalinowo,19-314,Kalinowo,ul. Mazurska,11,87,6298415,,,87,6218777,,ug@kalinowo.pl,www.kalinowo.pl,/5h3mwxf96g/SkrytkaESP,ug@kalinowo.pl
2335,2805000,Powiat Ełcki,warmińsko-mazurskie,ełcki,P,Starostwo Powiatowe w Ełku,Ełk,19-300,Ełk,ul. Marszałka J. Piłsudskiego,4,87,6218300,,,87,6218339,,sekretariat@powiat.elk.pl,www.powiat.elk.pl,/spelk/skrytka,sekretariat@powiat.elk.pl
2336,2805042,Prostki,warmińsko-mazurskie,ełcki,GW,Urząd Gminy Prostki,Prostki,19-335,Prostki,ul. 1 Maja,44B,87,6112012,,,87,6112079,,sekretariat@prostki.pl,www.prostki.pl,/gminaprostki/skrytka,sekretariat@prostki.pl
2337,2805052,Stare Juchy,warmińsko-mazurskie,ełcki,GW,Urząd Gminy Stare Juchy,Stare Juchy,19-330,Stare Juchy,pl. 500-Lecia,4,87,6199053,,,87,6199071,,ug@stare-juchy.pl,www.stare-juchy.pl,/qk25ra26bj/SkrytkaESP,ug@stare-juchy.pl
2338,2806011,Giżycko,warmińsko-mazurskie,giżycki,GM,Urząd Miejski w Giżycku,Giżycko,11-500,Giżycko,al. 1 Maja,14,87,7324137,,,87,4293071,,urzad@gizycko.pl,www.gizycko.pl,/umgizycko/SkrytkaESP,urzad@gizycko.pl
2339,2806042,Giżycko,warmińsko-mazurskie,giżycki,GW,Urząd Gminy Giżycko,Giżycko,11-500,Giżycko,ul. Mickiewicza,33,87,4299960,,,87,4299976,,ugg@ugg.pl,www.ugg.pl,/uggizycko/skrytka,ugg@ugg.pl
2340,2806052,Kruklanki,warmińsko-mazurskie,giżycki,GW,Urząd Gminy Kruklanki,Kruklanki,11-612,Kruklanki,ul. 22 Lipca,10,87,4217002,,33,87,4217002,,kruklanki2@wp.pl,www.kruklanki.pl,/kruklanki1/SkrytkaESP,kruklanki2@wp.pl
2341,2806062,Miłki,warmińsko-mazurskie,giżycki,GW,Urząd Gminy Miłki,Miłki,11-513,Miłki,ul. Mazurska,2,87,4211060,,,87,4211007,,urzad@gminamilki.pl,www.gminamilki.pl,/UGMilki/SkrytkaESP,urzad@gminamilki.pl
2342,2806000,Powiat Giżycki,warmińsko-mazurskie,giżycki,P,Starostwo Powiatowe w Giżycku,Giżycko,11-500,Giżycko,ul.1 Maja ,14,87,4285958,,,87,4285506,,skrzynka@gizycko.starostwo.gov.pl,www.powiatgizycki.pl,/SPGizycko/skrytka,skrzynka@gizycko.starostwo.gov.pl
2343,2806083,Ryn,warmińsko-mazurskie,giżycki,GMW,Urząd Miasta i Gminy Ryn,Ryn,11-520,Ryn,ul. Ratuszowa,2,87,4293960,,,87,4293974,,miastoryn@miastoryn.pl,www.miastoryn.pl,/umigryn/skrytka,miastoryn@miastoryn.pl
2344,2806102,Wydminy,warmińsko-mazurskie,giżycki,GW,Urząd Gminy Wydminy,Wydminy,11-510,Wydminy,pl. Rynek,1,87,4210019,,,87,4210083,,sekretariat@wydminy.pl,www.wydminy.pl,/UG_Wydminy/SkrytkaESP,sekretariat@wydminy.pl
2345,2818012,Banie Mazurskie,warmińsko-mazurskie,gołdapski,GW,Urząd Gminy Banie Mazurskie,Banie Mazurskie,19-520,Banie Mazurskie,ul. Konopnickiej,26,87,6157172,,,87,6157178,,sekretariat@gminabaniemazurskie.pl,www.gminabaniemazurskie.pl,/Banie_Mazurskie/SkrytkaESP,sekretariat@gminabaniemazurskie.pl
2346,2818022,Dubeninki,warmińsko-mazurskie,gołdapski,GW,Urząd Gminy Dubeninki,Dubeninki,19-504,Dubeninki,ul.Dębowa,27,87,6158137,,,87,6158137,,sekretarzug@dubeninki.pl,www.dubeninki.pl,/UGDubeninki/SkrytkaESP,sekretarzug@dubeninki.pl
2347,2818033,Gołdap,warmińsko-mazurskie,gołdapski,GMW,Urząd Miejski w Gołdapi,Gołdap,19-500,Gołdap,Plac Zwycięstwa ,14,87,6156000,,,87,6150800,,pom@goldap.pl,www.goldap.pl,/919munh2tk/SkrytkaESP,pom@goldap.pl
2348,2818000,Powiat Gołdapski,warmińsko-mazurskie,gołdapski,P,Starostwo Powiatowe w Gołdapi,Gołdap,19-500,Gołdap,ul. Krótka ,1,87,6154455,,,87,6154445,,starostwo.goldapskie@post.pl,www.powiatgoldap.pl ,/spgoldap/SkrytkaESP,starostwo.goldapskie@post.pl
2349,2807011,Iława,warmińsko-mazurskie,iławski,GM,Urząd Miasta Iławy,Iława,14-200,Iława,ul. Niepodległości,13,89,6490101,,,89,6492631,,um@umilawa.pl,www.ilawa.pl,/UMILAWA/skrytka,um@umilawa.pl
2350,2807032,Iława,warmińsko-mazurskie,iławski,GW,Urząd Gminy Iława,Iława,14-200,Iława,ul. Andersa,2A,89,6490800,,,89,6494882,,gmina@gmina-ilawa.pl,www.gmina-ilawa.pl,/gilawa/SkrytkaESP,gmina@gmina-ilawa.pl
2351,2807043,Kisielice,warmińsko-mazurskie,iławski,GMW,Urząd Miejski w Kisielicach,Kisielice,14-220,Kisielice,ul. Daszyńskiego ,5,55,2785500,,503,55,2785502,,sekretariat@kisielice.pl,www.kisielice.pl,/KisieliceUM/SkrytkaESP,sekretariat@kisielice.pl
2352,2807021,Lubawa,warmińsko-mazurskie,iławski,GM,Urząd Miasta Lubawa,Lubawa,14-260,Lubawa,ul. Rzepnikowskiego,9a,89,6455300,,,89,6452558,,urzad-miasta@lubawa.pl,www.lubawa.pl,/UMLUBAWA/SkrytkaESP,urzad-miasta@lubawa.pl
2353,2807052,Lubawa,warmińsko-mazurskie,iławski,GW,Urząd Gminy Lubawa,Lubawa,14-260,Lubawa,Fijewo,73,89,6455410,,,89,6455415,,urzad@gminalubawa.pl,www.gminalubawa.pl,/uglubawa/SkrytkaESP,urzad@gminalubawa.pl
2354,2807000,Powiat Iławski,warmińsko-mazurskie,iławski,P,Starostwo Powiatowe w Iławie,Iława,14-200,Iława,ul. Andersa,2a,89,6490700,,,89,6496600,,starostwo@powiat-ilawski.pl,www.powiat-ilawski.pl,/of7i114cgi/SkrytkaESP,starostwo@powiat-ilawski.pl
2355,2807063,Susz,warmińsko-mazurskie,iławski,GMW,Urząd Miejski w Suszu,Susz,14-240,Susz,ul. Wybickiego ,6,55,2786015,,,55,2786222,,susz@susz.pl,www.susz.pl,/umsusz/SkrytkaESP,susz@susz.pl
2356,2807073,Zalewo,warmińsko-mazurskie,iławski,GMW,Urząd Miejski w Zalewie,Zalewo,14-230,Zalewo,ul. Częstochowska ,8,89,7588377,,,89,7588272,,urzad@zalewo.pl,www.zalewo.pl,/UMZalewo/skrytka,urzad@zalewo.pl
2357,2808022,Barciany,warmińsko-mazurskie,kętrzyński,GW,Urząd Gminy Barciany,Barciany,11-410,Barciany,ul. Szkolna,3,89,7531003,,,89,7531311,,sekretariat@barciany.pl,www.barciany.pl,/UGBarciany/skrytka,sekretariat@barciany.pl
2358,2808011,Kętrzyn,warmińsko-mazurskie,kętrzyński,GM,Urząd Miasta Kętrzyn,Kętrzyn,11-400,Kętrzyn,ul. Wojska Polskiego,11,89,7520520,,,89,7520531,,burmistrz@miastoketrzyn.pl,www.miastoketrzyn.pl,/280801/skrytka,burmistrz@miastoketrzyn.pl
2359,2808032,Kętrzyn,warmińsko-mazurskie,kętrzyński,GW,Urząd Gminy Kętrzyn,Kętrzyn,11-400,Kętrzyn,ul. Kościuszki,2,89,7512474,,,89,7512746,,sekretariat@gminaketrzyn.pl,www.gminaketrzyn.pl,/ugketrzyn/SkrytkaESP,sekretariat@gminaketrzyn.pl
2360,2808043,Korsze,warmińsko-mazurskie,kętrzyński,GMW,Urząd Miejski w Korszach,Korsze,11-430,Korsze,ul. Mickiewicza ,13,89,7541828,,,89,7540011,,ugim_korsze@korsze.pl,www.korsze.pl,/UMKorsze/SkrytkaESP,ugim_korsze@korsze.pl
2361,2808000,Powiat Kętrzyński,warmińsko-mazurskie,kętrzyński,P,Starostwo Powiatowe w Kętrzynie,Kętrzyn,11-400,Kętrzyn,Plac Grunwaldzki,1,89,7517500,,,89,7512401,,starostwo@starostwo.ketrzyn.pl,www.starostwo.ketrzyn.pl,/starostwoketrzyn/SkrytkaESP,starostwo@starostwo.ketrzyn.pl
2362,2808053,Reszel,warmińsko-mazurskie,kętrzyński,GMW,Urząd Gminy w Reszlu,Reszel,11-440,Reszel,Rynek ,24,89,7553900,,,89,7550758,,gmina@ugreszel.pl,www.ugreszel.pl/,/2808053/skrytka,gmina@ugreszel.pl
2363,2808062,Srokowo,warmińsko-mazurskie,kętrzyński,GW,Urząd Gminy Srokowo,Srokowo,11-420,Srokowo,Plac Rynkowy,1,89,7544520,,,89,7544522,,sekretariat@gminasrokowo.pl,www.srokowo.iaw.pl,/ugsrokowo/skrytka,sekretariat@gminasrokowo.pl
2364,2809022,Kiwity,warmińsko-mazurskie,lidzbarski,GW,Urząd Gminy Kiwity,Kiwity,11-106,Kiwity,Kiwity,28,89,7660995,,,89,7660995,,sekretariat@gminakiwity.pl,http://kiwity.wm.pl/,/UGKIWITY/SkrytkaESP,sekretariat@gminakiwity.pl
2365,2809011,Lidzbark Warmiński,warmińsko-mazurskie,lidzbarski,GM,Urząd Miejski w Lidzbarku Warmińskim,Lidzbark Warmiński,11-100,Lidzbark Warmiński,Świętochowskiego,14,89,7678500,,,89,7672303,,um@lidzbarkwarminski.pl,www.lidzbarkwarminski.pl,/2809011/SkrytkaESP,um@lidzbarkwarminski.pl
2366,2809032,Lidzbark Warmiński,warmińsko-mazurskie,lidzbarski,GW,Urząd Gminy Lidzbark Warmiński,Lidzbark Warmiński,11-100,Lidzbark Warmiński,ul. Krasickiego,1,89,7673274,,,89,7673274,,gminalidzbark@pnet.pl,www.gminalidzbark.pnet.pl,/GminaLidzbarkW/SkrytkaESP,gminalidzbark@pnet.pl
2367,2809042,Lubomino,warmińsko-mazurskie,lidzbarski,GW,Urząd Gminy Lubomino,Lubomino,11-135,Lubomino,ul. Kopernika,7,89,5324450,,,89,5324451,,sekretariat@lubomino.ug.gov.pl,www.lubomino.ug.gov.pl,/balbina/SkrytkaESP,sekretariat@lubomino.ug.gov.pl
2368,2809053,Orneta,warmińsko-mazurskie,lidzbarski,GMW,Urząd Miejski w Ornecie,Orneta,11-130,Orneta,Plac Wolności ,26,55,2210200,,,55,2210210,,umig@orneta.pl,http://www.orneta.pl/,/umigorneta/skrytka,umig@orneta.pl
2369,2809000,Powiat Lidzbarski,warmińsko-mazurskie,lidzbarski,P,Starostwo Powiatowe w Lidzbarku Warmińskim,Lidzbark Warmiński,11-100,Lidzbark Warmiński,ul. Wyszyńskiego,37,89,7677900,,,89,7677903,,sekretariat@powiatlidzbarski.pl,www.powiatlidzbarski.pl,/splidzbarkwarm/SkrytkaESP,sekretariat@powiatlidzbarski.pl
2370,2810023,Mikołajki,warmińsko-mazurskie,mrągowski,GMW,Urząd Miasta i Gminy w Mikołajkach,Mikołajki,11-730,Mikołajki,ul. Kolejowa,7,87,4219050,,,87,4219099,,mikolajki@mikolajki.pl,http://www.bip.mikolajki.pl/,/mikolajki/SkrytkaESP,mikolajki@mikolajki.pl
2371,2810011,Mrągowo,warmińsko-mazurskie,mrągowski,GM,Urząd Miejski w Mrągowie,Mrągowo,11-700,Mrągowo,ul. Królewiecka,60A,89,7413256,,,89,7412874,,sekretariat@mragowo.um.gov.pl,http://www.mragowo.pl/pl/,/ummragowo/SkrytkaESP,sekretariat@mragowo.um.gov.pl
2372,2810032,Mrągowo,warmińsko-mazurskie,mrągowski,GW,Urząd Gminy Mrągowo,Mrągowo,11-700,Mrągowo,ul. Królewiecka,60A,89,7412924,,,89,7412924,,poczta@gminamragowo.pl,hhtps://BIP.gminamaragowo.net,/ug_mragowa/skrytka,poczta@gminamragowo.pl
2373,2810042,Piecki,warmińsko-mazurskie,mrągowski,GW,Urząd Gminy Piecki,Piecki,11-710,Piecki,ul. Zwycięstwa,34,89,7422029,,,89,7422065,,gmina@piecki.com.pl,www.piecki.com.pl,/i110bmn9ae/SkrytkaESP,gmina@piecki.com.pl
2374,2810000,Powiat Mrągowski,warmińsko-mazurskie,mrągowski,P,Starostwo Powiatowe w Mrągowie,Mrągowo,11-700,Mrągowo,ul. Królewiecka,60A,89,7410150,,,89,7417275,,starostwo@powiat.mragowo.pl,www.powiat.mragowo.pl,/kshira25/SkrytkaESP,starostwo@powiat.mragowo.pl
2375,2810052,Sorkwity,warmińsko-mazurskie,mrągowski,GW,Urząd Gminy Sorkwity,Sorkwity,11-731,Sorkwity,ul. Olsztyńska,16A,89,7428179,,,89,7428530,,sorkwity.gmina@mragowo.net,www.gminasorkwity.pl,/c0850ndmmf/SkrytkaESP,sorkwity.gmina@mragowo.net
